sex	decade	pct	name
F	1950	0.003	Dennis
F	1950	0.002	Elizebeth
F	1950	0.002	Enedina
F	1950	0.002	Esta
F	1950	0.001	Florida
F	1950	0.003	Janetta
F	1950	0.002	Joella
F	1950	0.002	Josefa
F	1950	0.002	Lavinia
F	1950	0.001	Lyndia
F	1950	0.002	Noelia
F	1950	0.002	Reatha
F	1950	0.015	Robbin
F	1950	0.002	Rosina
F	1950	0.001	Sharlyn
F	1950	0.002	Tessie
F	1950	0.002	Willette
F	1950	0.002	Alexa
F	1950	0.002	Alida
F	1950	0.002	Betsey
F	1950	0.001	Bettyann
F	1950	0.002	Blenda
F	1950	0.003	Carin
F	1950	0.002	Claretha
F	1950	0.002	Courtney
F	1950	0.002	Cydney
F	1950	0.004	Deedee
F	1950	0.002	Dell
F	1950	0.002	Fanny
F	1950	0.001	Gaile
F	1950	0.002	Georganne
F	1950	0.002	Hermelinda
F	1950	0.001	Jettie
F	1950	0.004	Kevin
F	1950	0.002	Laurine
F	1950	0.006	Lise
F	1950	0.002	Loralee
F	1950	0.001	Madaline
F	1950	0.002	Meta
F	1950	0.002	Michaelene
F	1950	0.005	Moira
F	1950	0.002	Raymond
F	1950	0.009	Roxane
F	1950	0.002	Sherian
F	1950	0.004	Suzy
F	1950	0.002	Adria
F	1950	0.003	Adriana
F	1950	0.002	Alfredia
F	1950	0.005	Beckie
F	1950	0.002	Bernardine
F	1950	0.001	Cecil
F	1950	0.002	Chloe
F	1950	0.002	Devon
F	1950	0.003	Dorian
F	1950	0.001	Georganna
F	1950	0.001	Hettie
F	1950	0.002	Ione
F	1950	0.004	Kayla
F	1950	0.002	Lavonda
F	1950	0.001	Lexie
F	1950	0.002	Loretha
F	1950	0.002	Luanna
F	1950	0.002	Lynell
F	1950	0.002	Marvel
F	1950	0.002	Melvin
F	1950	0.003	Mercy
F	1950	0.003	Michaela
F	1950	0.002	Natalia
F	1950	0.002	Pinkie
F	1950	0.005	Shawna
F	1950	0.002	Sherrell
F	1950	0.002	Sibyl
F	1950	0.002	Aretha
F	1950	0.002	Belen
F	1950	0.001	Blanch
F	1950	0.003	Cristy
F	1950	0.003	Elba
F	1950	0.001	Hortensia
F	1950	0.001	Jesusa
F	1950	0.002	Johnette
F	1950	0.002	Karel
F	1950	0.002	Kathe
F	1950	0.002	Lanell
F	1950	0.002	Lianne
F	1950	0.001	Loris
F	1950	0.001	Mazie
F	1950	0.002	Merilyn
F	1950	0.001	Michaeline
F	1950	0.003	Penney
F	1950	0.003	Penni
F	1950	0.003	Samantha
F	1950	0.003	Sari
F	1950	0.002	Scarlet
F	1950	0.002	Trinidad
F	1950	0.003	Trisha
F	1950	0.004	Val
F	1950	0.002	Walter
F	1950	0.001	Winnifred
F	1950	0.001	Adelia
F	1950	0.001	Adelle
F	1950	0.002	Adriane
F	1950	0.001	Angelyn
F	1950	0.003	Cherlyn
F	1950	0.001	Christeen
F	1950	0.002	Dean
F	1950	0.003	Delinda
F	1950	0.003	Dorine
F	1950	0.002	Eloisa
F	1950	0.001	Emmie
F	1950	0.002	Georgeanne
F	1950	0.002	Ima
F	1950	0.002	Jimmy
F	1950	0.002	Justina
F	1950	0.013	Lesa
F	1950	0.001	Monalisa
F	1950	0.001	Perry
F	1950	0.001	Pricilla
F	1950	0.001	Randall
F	1950	0.002	Sigrid
F	1950	0.002	Stacia
F	1950	0.002	Sunny
F	1950	0.001	Terryl
F	1950	0.003	Wonda
F	1950	0.002	Alethea
F	1950	0.001	Bethel
F	1950	0.002	Camellia
F	1950	0.001	Caroll
F	1950	0.002	Casandra
F	1950	0.004	Debroah
F	1950	0.001	Dyanne
F	1950	0.005	Erika
F	1950	0.002	Florene
F	1950	0.005	Francesca
F	1950	0.002	Henry
F	1950	0.002	Kandace
F	1950	0.001	Mammie
F	1950	0.001	Margaretta
F	1950	0.002	Marijo
F	1950	0.002	Neta
F	1950	0.002	Queenie
F	1950	0.002	Romaine
F	1950	0.002	Sharolyn
F	1950	0.004	Sheena
F	1950	0.001	Sherida
F	1950	0.003	Valinda
F	1950	0.001	Verona
F	1950	0.002	Wenda
F	1950	0.001	Adelita
F	1950	0.003	Arnita
F	1950	0.002	Bari
F	1950	0.002	Berniece
F	1950	0.005	Caron
F	1950	0.001	Delories
F	1950	0.004	Doretta
F	1950	0.001	Eleanora
F	1950	0.002	Elmira
F	1950	0.001	Erlene
F	1950	0.002	Fredda
F	1950	0.002	Gwynne
F	1950	0.004	Jeanna
F	1950	0.002	Larita
F	1950	0.002	Laurice
F	1950	0.002	Londa
F	1950	0.002	Marge
F	1950	0.001	Marvis
F	1950	0.001	Michelene
F	1950	0.001	Neoma
F	1950	0.003	Princess
F	1950	0.002	Raelene
F	1950	0.002	Randie
F	1950	0.003	Sarita
F	1950	0.003	Shanna
F	1950	0.001	Vergie
F	1950	0.002	Vilma
F	1950	0.001	Annelle
F	1950	0.002	Arletta
F	1950	0.001	Berna
F	1950	0.004	Chrystal
F	1950	0.001	Dahlia
F	1950	0.002	Evelina
F	1950	0.001	Inell
F	1950	0.004	Jacki
F	1950	0.002	Janise
F	1950	0.002	Jay
F	1950	0.002	Julene
F	1950	0.004	Kara
F	1950	0.002	Laquita
F	1950	0.003	Louanne
F	1950	0.001	Maryalice
F	1950	0.002	Micaela
F	1950	0.006	Migdalia
F	1950	0.001	Myrtice
F	1950	0.002	Ray
F	1950	0.002	Ricky
F	1950	0.002	Roy
F	1950	0.002	Teresita
F	1950	0.002	Tillie
F	1950	0.001	Tomasa
F	1950	0.002	Vina
F	1950	0.002	Wanita
F	1950	0.002	Adella
F	1950	0.001	Alethia
F	1950	0.002	Alexandria
F	1950	0.002	Belia
F	1950	0.001	Bronwyn
F	1950	0.001	Catheryn
F	1950	0.002	Christopher
F	1950	0.001	Corene
F	1950	0.002	Dede
F	1950	0.001	Earleen
F	1950	0.001	Elna
F	1950	0.001	Elodia
F	1950	0.001	Elvera
F	1950	0.001	Glena
F	1950	0.001	Glenn
F	1950	0.002	Gwyn
F	1950	0.003	Jeana
F	1950	0.002	Jonell
F	1950	0.002	Kandis
F	1950	0.003	Kenna
F	1950	0.002	Leda
F	1950	0.001	Madelon
F	1950	0.001	Marijane
F	1950	0.001	Marilynne
F	1950	0.003	Mark
F	1950	0.002	Marylynn
F	1950	0.001	Maxcine
F	1950	0.002	Merilee
F	1950	0.001	Nancye
F	1950	0.001	Nella
F	1950	0.002	Nydia
F	1950	0.002	Sandie
F	1950	0.002	Sharion
F	1950	0.001	Soledad
F	1950	0.002	Stephen
F	1950	0.002	Stephenie
F	1950	0.001	Theo
F	1950	0.003	Tonda
F	1950	0.002	Vanda
F	1950	0.001	Veta
F	1950	0.001	Wilhelmenia
F	1950	0.002	Zola
F	1950	0.002	Zora
F	1950	0.002	Alba
F	1950	0.001	Alda
F	1950	0.003	Alyson
F	1950	0.002	Andree
F	1950	0.001	Annabel
F	1950	0.001	Arcelia
F	1950	0.001	Arlena
F	1950	0.002	Arlette
F	1950	0.002	Berlinda
F	1950	0.001	Blondell
F	1950	0.001	Camelia
F	1950	0.004	Candi
F	1950	0.002	Candida
F	1950	0.002	Dotty
F	1950	0.001	Elease
F	1950	0.002	Florinda
F	1950	0.002	Frank
F	1950	0.002	Gerrie
F	1950	0.001	Jacqualyn
F	1950	0.002	Janiece
F	1950	0.003	Jeryl
F	1950	0.001	Joeann
F	1950	0.001	Johnie
F	1950	0.012	Kari
F	1950	0.002	Lane
F	1950	0.001	Lauralee
F	1950	0.002	Laverna
F	1950	0.002	Lorenza
F	1950	0.001	Louanna
F	1950	0.001	Marolyn
F	1950	0.001	Maxie
F	1950	0.001	Michaele
F	1950	0.001	Nicola
F	1950	0.002	Pamila
F	1950	0.002	Ranae
F	1950	0.003	Renea
F	1950	0.001	Sallyann
F	1950	0.001	Santos
F	1950	0.001	Teryl
F	1950	0.008	Tricia
F	1950	0.001	Vonna
F	1950	0.001	Christena
F	1950	0.001	Clarinda
F	1950	0.001	Dannie
F	1950	0.003	Deborha
F	1950	0.002	Delorse
F	1950	0.016	Desiree
F	1950	0.001	Dorathy
F	1950	0.001	Floria
F	1950	0.002	Frederica
F	1950	0.004	Gabrielle
F	1950	0.001	Idell
F	1950	0.004	Jaye
F	1950	0.002	Jenell
F	1950	0.001	Julienne
F	1950	0.001	Katherin
F	1950	0.001	Lynna
F	1950	0.001	Mardell
F	1950	0.002	Mariana
F	1950	0.001	Midge
F	1950	0.001	Minda
F	1950	0.004	Miranda
F	1950	0.001	Mozelle
F	1950	0.001	Nance
F	1950	0.001	Nova
F	1950	0.002	Renay
F	1950	0.002	Susette
F	1950	0.008	Tamera
F	1950	0.002	Thalia
F	1950	0.001	Tressie
F	1950	0.001	Vinnie
F	1950	0.002	Vivienne
F	1950	0.002	Carl
F	1950	0.001	Carolin
F	1950	0.002	Chiquita
F	1950	0.002	Coreen
F	1950	0.003	Dawne
F	1950	0.002	Denyse
F	1950	0.001	Devona
F	1950	0.001	Diedre
F	1950	0.001	Eda
F	1950	0.003	Fawn
F	1950	0.001	Ileen
F	1950	0.001	Jacquie
F	1950	0.003	Jaime
F	1950	0.001	Jeannetta
F	1950	0.001	Jesse
F	1950	0.001	Joel
F	1950	0.003	Jolynn
F	1950	0.001	Jone
F	1950	0.002	Jovita
F	1950	0.002	Kayleen
F	1950	0.002	Kaylene
F	1950	0.004	Kirsten
F	1950	0.002	Kit
F	1950	0.002	Latricia
F	1950	0.002	Launa
F	1950	0.002	Lupita
F	1950	0.002	Lynelle
F	1950	0.001	Margarite
F	1950	0.002	Maricela
F	1950	0.001	Merrily
F	1950	0.001	Neda
F	1950	0.002	Rebbecca
F	1950	0.002	Renda
F	1950	0.001	Shelba
F	1950	0.002	Sherill
F	1950	0.002	Sherlene
F	1950	0.001	Sudie
F	1950	0.002	Theressa
F	1950	0.002	Thresa
F	1950	0.002	Vanita
F	1950	0.003	Yolonda
F	1950	0.001	Arletha
F	1950	0.004	Athena
F	1950	0.003	Brigid
F	1950	0.002	Bruce
F	1950	0.002	Celine
F	1950	0.002	Chere
F	1950	0.002	Conni
F	1950	0.003	Davida
F	1950	0.002	Demetria
F	1950	0.001	Eilene
F	1950	0.001	Era
F	1950	0.001	Floy
F	1950	0.001	Genell
F	1950	0.003	Gregory
F	1950	0.002	Gretta
F	1950	0.001	Guillermina
F	1950	0.001	Honey
F	1950	0.002	India
F	1950	0.001	Joane
F	1950	0.002	Joey
F	1950	0.002	Kandice
F	1950	0.002	Karma
F	1950	0.001	Larue
F	1950	0.001	Leroy
F	1950	0.001	Loma
F	1950	0.001	Louis
F	1950	0.001	Lyda
F	1950	0.001	Marline
F	1950	0.001	Marnie
F	1950	0.001	Roger
F	1950	0.003	Selina
F	1950	0.001	Sharry
F	1950	0.002	Tanna
F	1950	0.001	Teddy
F	1950	0.002	Theresia
F	1950	0.002	Timothy
F	1950	0.001	Vernie
F	1950	0.002	Annita
F	1950	0.011	Cindi
F	1950	0.001	Clemmie
F	1950	0.001	Darlyn
F	1950	0.001	Diania
F	1950	0.001	Estell
F	1950	0.001	Eulalia
F	1950	0.001	Eyvonne
F	1950	0.001	Georgeanna
F	1950	0.004	Gigi
F	1950	0.001	Jerlean
F	1950	0.002	Jolie
F	1950	0.002	Joline
F	1950	0.002	Joslyn
F	1950	0.011	Kimberlee
F	1950	0.001	Layne
F	1950	0.002	Letty
F	1950	0.001	Maida
F	1950	0.001	Mallory
F	1950	0.001	Mariam
F	1950	0.002	Mariellen
F	1950	0.001	Maryrose
F	1950	0.004	Meg
F	1950	0.002	Merita
F	1950	0.002	Michel
F	1950	0.001	Mozella
F	1950	0.001	Oleta
F	1950	0.002	Page
F	1950	0.001	Paulina
F	1950	0.002	Rebeca
F	1950	0.001	Rosamond
F	1950	0.001	Scherry
F	1950	0.001	Sheran
F	1950	0.002	Teresia
F	1950	0.001	Theola
F	1950	0.002	Tommy
F	1950	0.001	Vallerie
F	1950	0.001	Vallie
F	1950	0.001	Yolande
F	1950	0.002	Andria
F	1950	0.001	Annice
F	1950	0.001	Ardell
F	1950	0.002	Arthur
F	1950	0.001	Carline
F	1950	0.001	Chana
F	1950	0.002	Charlesetta
F	1950	0.002	Darlena
F	1950	0.002	Dennise
F	1950	0.001	Donnalee
F	1950	0.001	Donnette
F	1950	0.002	Douglas
F	1950	0.003	Edie
F	1950	0.001	Elenora
F	1950	0.001	Ethelyn
F	1950	0.003	Evette
F	1950	0.001	Felicita
F	1950	0.002	Gennie
F	1950	0.002	Glendora
F	1950	0.001	Hortense
F	1950	0.001	Janean
F	1950	0.001	Janeth
F	1950	0.001	Jetta
F	1950	0.006	Juli
F	1950	0.001	Kristeen
F	1950	0.002	Lajuana
F	1950	0.001	Lanna
F	1950	0.001	Lavonia
F	1950	0.002	Liana
F	1950	0.010	Lorri
F	1950	0.001	Lucila
F	1950	0.001	Madlyn
F	1950	0.001	Maralyn
F	1950	0.001	Maretta
F	1950	0.001	Mariette
F	1950	0.001	Merrilyn
F	1950	0.001	Monna
F	1950	0.001	Nathalie
F	1950	0.002	Noelle
F	1950	0.001	Phylliss
F	1950	0.001	Romelia
F	1950	0.002	Tressa
F	1950	0.001	Trula
F	1950	0.001	Verma
F	1950	0.002	Amie
F	1950	0.001	Arma
F	1950	0.001	Audry
F	1950	0.001	Candee
F	1950	0.001	Celinda
F	1950	0.001	Ceola
F	1950	0.003	Christal
F	1950	0.001	Colene
F	1950	0.002	Delana
F	1950	0.002	Delphia
F	1950	0.003	Denese
F	1950	0.002	Denna
F	1950	0.001	Diantha
F	1950	0.002	Donetta
F	1950	0.001	Donnis
F	1950	0.002	Dru
F	1950	0.007	Felecia
F	1950	0.002	Jasmine
F	1950	0.001	Jere
F	1950	0.001	Jerlene
F	1950	0.001	Lanora
F	1950	0.001	Lavera
F	1950	0.001	Leana
F	1950	0.002	Linn
F	1950	0.003	Loree
F	1950	0.002	Lorita
F	1950	0.001	Marlaine
F	1950	0.001	Marylouise
F	1950	0.001	Mayme
F	1950	0.001	Mignon
F	1950	0.001	Mozell
F	1950	0.001	Nadene
F	1950	0.001	Olinda
F	1950	0.001	Parthenia
F	1950	0.001	Phillip
F	1950	0.001	Pilar
F	1950	0.001	Rayma
F	1950	0.002	Remona
F	1950	0.001	Shara
F	1950	0.002	Sharee
F	1950	0.001	Sherrye
F	1950	0.001	Shirl
F	1950	0.001	Shirlie
F	1950	0.031	Tami
F	1950	0.002	Valda
F	1950	0.002	Velinda
F	1950	0.001	Albert
F	1950	0.001	Alita
F	1950	0.001	Annell
F	1950	0.001	Annis
F	1950	0.003	Anthony
F	1950	0.001	Arlean
F	1950	0.001	Blair
F	1950	0.001	Carlyon
F	1950	0.001	Clarine
F	1950	0.001	Conchita
F	1950	0.001	Coralee
F	1950	0.002	Dannette
F	1950	0.003	Deeann
F	1950	0.001	Devra
F	1950	0.001	Earla
F	1950	0.001	Emelda
F	1950	0.001	Emelia
F	1950	0.001	Felipa
F	1950	0.002	Floretta
F	1950	0.001	Jackqueline
F	1950	0.001	Jamesetta
F	1950	0.001	Jerline
F	1950	0.001	Juan
F	1950	0.012	Kelley
F	1950	0.001	Lanetta
F	1950	0.001	Lannie
F	1950	0.002	Lavonna
F	1950	0.001	Lawrence
F	1950	0.001	Lindell
F	1950	0.001	Linder
F	1950	0.001	Madelaine
F	1950	0.001	Madelene
F	1950	0.001	Marcine
F	1950	0.001	Marguerita
F	1950	0.001	Marlee
F	1950	0.001	Maurita
F	1950	0.001	Norman
F	1950	0.001	Nyoka
F	1950	0.001	Pearly
F	1950	0.001	Rande
F	1950	0.001	Reita
F	1950	0.001	Rinda
F	1950	0.001	Rosellen
F	1950	0.002	Sabina
F	1950	0.001	Sharlet
F	1950	0.001	Sherrel
F	1950	0.002	Susannah
F	1950	0.001	Terrell
F	1950	0.001	Thomasena
F	1950	0.002	Valery
F	1950	0.001	Versie
F	1950	0.002	Zita
F	1950	0.001	Adelaida
F	1950	0.001	Arnette
F	1950	0.001	Artis
F	1950	0.002	Bernie
F	1950	0.001	Blythe
F	1950	0.002	Bonni
F	1950	0.001	Burma
F	1950	0.001	Cameron
F	1950	0.001	Carolynne
F	1950	0.001	Charlotta
F	1950	0.002	Dallas
F	1950	0.002	Darice
F	1950	0.001	Deberah
F	1950	0.001	Delane
F	1950	0.001	Donette
F	1950	0.001	Dorethea
F	1950	0.001	Ellis
F	1950	0.001	Ermelinda
F	1950	0.001	Ethelene
F	1950	0.001	Fredricka
F	1950	0.001	Gaynelle
F	1950	0.001	Golda
F	1950	0.001	Hanna
F	1950	0.001	Harold
F	1950	0.002	Jeffrey
F	1950	0.001	Joelle
F	1950	0.001	Joellyn
F	1950	0.001	Judyth
F	1950	0.001	Karlyn
F	1950	0.001	Laine
F	1950	0.001	Lavenia
F	1950	0.001	Lenita
F	1950	0.001	Leone
F	1950	0.001	Leonia
F	1950	0.009	Liz
F	1950	0.001	Luci
F	1950	0.001	Lulu
F	1950	0.001	Lutricia
F	1950	0.001	Lyndell
F	1950	0.002	Lynetta
F	1950	0.001	Madie
F	1950	0.001	Marshall
F	1950	0.001	Maryetta
F	1950	0.001	Maurice
F	1950	0.001	Melita
F	1950	0.001	Merna
F	1950	0.001	Naoma
F	1950	0.001	Norah
F	1950	0.002	Odette
F	1950	0.001	Ossie
F	1950	0.001	Pamla
F	1950	0.001	Patrick
F	1950	0.001	Rayna
F	1950	0.001	Raynette
F	1950	0.001	Rosana
F	1950	0.001	Rosiland
F	1950	0.001	Sharri
F	1950	0.001	Shelagh
F	1950	0.001	Sherrilyn
F	1950	0.001	Tommye
F	1950	0.002	Tona
F	1950	0.001	Verlinda
F	1950	0.001	Vernia
F	1950	0.001	Alease
F	1950	0.002	Alesia
F	1950	0.001	Almeda
F	1950	0.001	Altha
F	1950	0.001	Annamae
F	1950	0.002	Bella
F	1950	0.001	Bonney
F	1950	0.002	Brunilda
F	1950	0.001	Cathe
F	1950	0.001	Cathlene
F	1950	0.001	Celesta
F	1950	0.001	Christiane
F	1950	0.001	Cookie
F	1950	0.001	Creola
F	1950	0.002	Curtis
F	1950	0.001	Cynda
F	1950	0.008	Danita
F	1950	0.003	Darcel
F	1950	0.001	Darlyne
F	1950	0.001	Darrell
F	1950	0.001	Del
F	1950	0.001	Devorah
F	1950	0.001	Doreatha
F	1950	0.001	Eveline
F	1950	0.001	Fredericka
F	1950	0.001	Genevia
F	1950	0.001	Georgena
F	1950	0.001	Glennie
F	1950	0.001	Gwynn
F	1950	0.001	Harlene
F	1950	0.001	Ines
F	1950	0.001	Jacinta
F	1950	0.001	Jacquelynne
F	1950	0.001	Jenna
F	1950	0.001	Jeralyn
F	1950	0.001	Jose
F	1950	0.001	Katheleen
F	1950	0.001	Kathleene
F	1950	0.008	Kerri
F	1950	0.006	Leesa
F	1950	0.003	Lezlie
F	1950	0.003	Loren
F	1950	0.001	Margurite
F	1950	0.001	Maryanna
F	1950	0.001	Monnie
F	1950	0.002	Nadia
F	1950	0.002	Nelly
F	1950	0.001	Noella
F	1950	0.001	Odell
F	1950	0.001	Odilia
F	1950	0.001	Pearlean
F	1950	0.002	Peg
F	1950	0.001	Precious
F	1950	0.001	Rubie
F	1950	0.002	Sandee
F	1950	0.001	Sharmon
F	1950	0.001	Shella
F	1950	0.028	Sheree
F	1950	0.005	Stacie
F	1950	0.001	Terrye
F	1950	0.002	Tomi
F	1950	0.001	Wilhemina
F	1950	0.001	Zena
F	1950	0.001	Aleda
F	1950	0.001	Almeta
F	1950	0.001	Annabell
F	1950	0.001	Arden
F	1950	0.001	Ardyce
F	1950	0.001	Arlys
F	1950	0.001	Avon
F	1950	0.002	Bianca
F	1950	0.001	Birtha
F	1950	0.001	Candelaria
F	1950	0.001	Carylon
F	1950	0.002	Celina
F	1950	0.001	Charlena
F	1950	0.001	Clarise
F	1950	0.001	Cleopatra
F	1950	0.001	Darilyn
F	1950	0.002	Dedra
F	1950	0.001	Dionne
F	1950	0.001	Elane
F	1950	0.001	Fae
F	1950	0.001	Freeda
F	1950	0.001	Garnett
F	1950	0.002	Gerianne
F	1950	0.001	Jade
F	1950	0.001	Janita
F	1950	0.001	Janith
F	1950	0.001	Jenette
F	1950	0.001	Jerelyn
F	1950	0.001	Jesusita
F	1950	0.001	Jolinda
F	1950	0.001	Joretta
F	1950	0.003	Kandi
F	1950	0.002	Keith
F	1950	0.001	Leandra
F	1950	0.002	Lesli
F	1950	0.001	Lin
F	1950	0.001	Lorrine
F	1950	0.002	Lorry
F	1950	0.001	Lynnda
F	1950	0.001	Lynnea
F	1950	0.002	Malissa
F	1950	0.001	Melda
F	1950	0.003	Melonie
F	1950	0.002	Mia
F	1950	0.001	Nana
F	1950	0.003	Nereida
F	1950	0.001	Oretha
F	1950	0.001	Orpha
F	1950	0.001	Ozella
F	1950	0.001	Patsey
F	1950	0.001	Paulene
F	1950	0.001	Racheal
F	1950	0.001	Rosilyn
F	1950	0.001	Saralee
F	1950	0.001	Sharlotte
F	1950	0.001	Sherley
F	1950	0.001	Shirly
F	1950	0.001	Sonjia
F	1950	0.001	Sulema
F	1950	0.001	Suzzanne
F	1950	0.002	Terre
F	1950	0.002	Tobi
F	1950	0.002	Tony
F	1950	0.007	Tracie
F	1950	0.001	Veola
F	1950	0.001	Wylene
F	1950	0.001	Wynne
F	1950	0.001	Zana
F	1950	0.001	Alean
F	1950	0.001	Allean
F	1950	0.001	Allen
F	1950	0.001	Annett
F	1950	0.001	Arleta
F	1950	0.001	Beverlyn
F	1950	0.001	Bonna
F	1950	0.001	Bonnita
F	1950	0.001	Candance
F	1950	0.001	Caprice
F	1950	0.005	Chandra
F	1950	0.001	Christiana
F	1950	0.001	Cinderella
F	1950	0.001	Coralie
F	1950	0.001	Cozette
F	1950	0.001	Darnella
F	1950	0.001	Deboraha
F	1950	0.001	Delena
F	1950	0.002	Delta
F	1950	0.001	Diannia
F	1950	0.001	Duane
F	1950	0.002	Elaina
F	1950	0.001	Elenor
F	1950	0.001	Emmy
F	1950	0.001	Enriqueta
F	1950	0.001	Ernest
F	1950	0.001	Evalyn
F	1950	0.001	Evelena
F	1950	0.001	Filomena
F	1950	0.001	Gertha
F	1950	0.001	Gwendolynn
F	1950	0.001	Hollace
F	1950	0.001	Izetta
F	1950	0.001	Jacklynn
F	1950	0.001	Jacquetta
F	1950	0.001	Jaynie
F	1950	0.002	Jena
F	1950	0.002	Joannie
F	1950	0.002	Jodell
F	1950	0.003	Julee
F	1950	0.001	Julieann
F	1950	0.001	Keitha
F	1950	0.003	Kerrie
F	1950	0.002	Konnie
F	1950	0.001	Lanelle
F	1950	0.002	Larraine
F	1950	0.001	Laural
F	1950	0.002	Laurinda
F	1950	0.001	Leonard
F	1950	0.001	Lethia
F	1950	0.002	Lisabeth
F	1950	0.001	Louetta
F	1950	0.001	Loy
F	1950	0.001	Luba
F	1950	0.001	Mahala
F	1950	0.001	Marcelene
F	1950	0.001	Margarete
F	1950	0.001	Marry
F	1950	0.001	Maud
F	1950	0.001	Maurene
F	1950	0.001	Melvia
F	1950	0.001	Meridith
F	1950	0.001	Michelina
F	1950	0.002	Mira
F	1950	0.001	Netta
F	1950	0.001	Pia
F	1950	0.001	Rheta
F	1950	0.001	Rickey
F	1950	0.001	Rozanna
F	1950	0.001	Sandria
F	1950	0.001	Shawnee
F	1950	0.001	Sheralyn
F	1950	0.001	Sheril
F	1950	0.001	Sunday
F	1950	0.001	Suzi
F	1950	0.002	Teddi
F	1950	0.002	Terresa
F	1950	0.001	Thyra
F	1950	0.001	Tilda
F	1950	0.001	Tiny
F	1950	0.002	Tyra
F	1950	0.001	Verline
F	1950	0.001	Vernelle
F	1950	0.001	Vernette
F	1950	0.001	Wayne
F	1950	0.001	Wendolyn
F	1950	0.001	Willetta
F	1950	0.001	Aloma
F	1950	0.001	Andrew
F	1950	0.002	Angelique
F	1950	0.001	Annalee
F	1950	0.001	Ardyth
F	1950	0.001	Arlyne
F	1950	0.001	Audra
F	1950	0.001	Augustina
F	1950	0.002	Barbie
F	1950	0.001	Bebe
F	1950	0.001	Blondie
F	1950	0.001	Bonne
F	1950	0.001	Brenna
F	1950	0.001	Bunnie
F	1950	0.002	Candie
F	1950	0.002	Carman
F	1950	0.001	Carola
F	1950	0.001	Charlsie
F	1950	0.001	Charlyne
F	1950	0.001	Dagmar
F	1950	0.001	Dann
F	1950	0.001	Darby
F	1950	0.001	Darlean
F	1950	0.007	Debbi
F	1950	0.001	Dennie
F	1950	0.001	Dorita
F	1950	0.001	Dyan
F	1950	0.001	Earlie
F	1950	0.001	Earnest
F	1950	0.001	Eldora
F	1950	0.001	Elin
F	1950	0.001	Erminia
F	1950	0.001	Eudora
F	1950	0.001	Everlena
F	1950	0.001	France
F	1950	0.001	Genoveva
F	1950	0.001	Gillian
F	1950	0.001	Gladis
F	1950	0.001	Glee
F	1950	0.001	Gracia
F	1950	0.001	Harry
F	1950	0.001	Jacolyn
F	1950	0.001	Jamey
F	1950	0.001	Jeanelle
F	1950	0.002	Jeanmarie
F	1950	0.001	Johnsie
F	1950	0.001	Jon
F	1950	0.001	Laveta
F	1950	0.001	Linnette
F	1950	0.001	Loleta
F	1950	0.001	Louie
F	1950	0.001	Malvina
F	1950	0.001	Maralee
F	1950	0.001	Marceline
F	1950	0.001	Marlynn
F	1950	0.001	Martie
F	1950	0.002	Martine
F	1950	0.001	Maryhelen
F	1950	0.001	Maybelle
F	1950	0.001	Meribeth
F	1950	0.001	Merline
F	1950	0.001	Micky
F	1950	0.001	Monta
F	1950	0.001	Patience
F	1950	0.001	Princella
F	1950	0.001	Rea
F	1950	0.003	Renata
F	1950	0.001	Roselle
F	1950	0.001	Rozella
F	1950	0.001	Russell
F	1950	0.001	Sallye
F	1950	0.001	Samuel
F	1950	0.002	Sharie
F	1950	0.001	Shelva
F	1950	0.001	Sundra
F	1950	0.002	Synthia
F	1950	0.001	Tanis
F	1950	0.002	Tawana
F	1950	0.001	Teddie
F	1950	0.001	Teretha
F	1950	0.001	Thersa
F	1950	0.003	Tonja
F	1950	0.002	Valeri
F	1950	0.001	Velvet
F	1950	0.001	Vena
F	1950	0.001	Verdie
F	1950	0.001	Verlie
F	1950	0.001	Wendelin
F	1950	0.001	Zulema
F	1950	0.001	Alaine
F	1950	0.001	Alexia
F	1950	0.001	Alfreida
F	1950	0.001	Alvera
F	1950	0.001	Alvin
F	1950	0.001	Archie
F	1950	0.001	Arie
F	1950	0.001	Avery
F	1950	0.008	Barb
F	1950	0.003	Becki
F	1950	0.001	Bobbette
F	1950	0.001	Carlin
F	1950	0.003	Charisse
F	1950	0.001	Charlet
F	1950	0.001	Clarence
F	1950	0.001	Claretta
F	1950	0.001	Claudie
F	1950	0.001	Corrinne
F	1950	0.001	Curley
F	1950	0.004	Cyndi
F	1950	0.001	Delene
F	1950	0.001	Devora
F	1950	0.001	Dorthey
F	1950	0.001	Dyane
F	1950	0.001	Earl
F	1950	0.001	Elana
F	1950	0.001	Elinda
F	1950	0.001	Ellin
F	1950	0.001	Elona
F	1950	0.001	Elvie
F	1950	0.001	Elvina
F	1950	0.001	Emogene
F	1950	0.001	Enedelia
F	1950	0.001	Erline
F	1950	0.001	Eugene
F	1950	0.001	Fatima
F	1950	0.001	Francena
F	1950	0.001	Gaila
F	1950	0.001	Garnette
F	1950	0.001	Gayl
F	1950	0.001	Genelle
F	1950	0.001	Glennda
F	1950	0.001	Jacquelene
F	1950	0.001	Jacqulin
F	1950	0.001	Jerilynn
F	1950	0.001	Joelene
F	1950	0.001	Johna
F	1950	0.002	Jolyn
F	1950	0.001	Jonelle
F	1950	0.001	Jonette
F	1950	0.001	Jonni
F	1950	0.001	Jorja
F	1950	0.001	Kathyleen
F	1950	0.001	Katina
F	1950	0.001	Ladona
